"screen_name","gender","user_followers_count","post_date","text","text_cleaned","polarity","tweet_length","relevance_score"
"DeriSeptiEfendi","female",452,"2020-11-03T21:45:22Z","saya bukannya tak mau ambil pusing thd segala problem mulai dr Omnibus Law dan Pernyataan Macron  saya hanya penasaran isu2 ini bener2 bakal diperjuangin abis2an atau nanti akan dilupakan seiring waktu seperti kasus2 lain "," ambil pusing thd problem dr omnibus law pernyataan macron penasaran isu bener diperjuangin abisan dilupakan seiring ","negative",34,0.10762811
"g4m4r333","male",63,"2020-11-03T21:42:18Z","   Tulisan mas  soal UU Omnibus Law di kolom Kompas hari ini layak disebar luas  rakyat makin sadar betapa bahaya UU ini karena membawa mundur NKRI ke masa lampau dengan membangkitkan otoritarianisme yg pernah dilakukan Orba          "," tulisan mas uu omnibus law kolom kompas layak disebar luas rakyat sadar betapa bahaya uu membawa mundur nkri lampau membangkitkan otoritarianisme yg orba ","positive",37,0.11424171
"deaboy1","male",149,"2020-11-03T21:50:00Z"," melalui Omnibus Law Cipta Kerja membentuk  Bank Tanah   Berdasarkan Undang Undang  UU  11 2020 tentang Cipta Kerja yang baru saja disahkan  badan tersebut berfungsi melaksanakan perencanaan  perolehan  pengadaan  pengelolaan  pemanfaatan  dan pendistribusian tanah  PINTAS   "," omnibus law cipta kerja membentuk bank tanah berdasarkan undang undang uu cipta kerja disahkan badan berfungsi melaksanakan perencanaan perolehan pengadaan pengelolaan pemanfaatan pendistribusian tanah pintas ","negative",29,0.24002342
"Chaterinee_08","female",24249,"2020-11-03T21:43:08Z","Bersatu kalahkan covid   Investasi Produksi Aspirasi   tx pak       ","bersatu kalahkan covid investasi produksi aspirasi tx ","positive",13,0.01925587
"Sjaechu","male",6163,"2020-11-03T21:46:39Z","omnibus law adalah skandal memalukan yg terjadi di negara yg mendaku negara hukum  anda  sebagai profesor hukum yg mewakili wajah rejim ini  mengapa tak merasa malu atas buruknya kualitas drafting uu tsb  ","omnibus law skandal memalukan yg negara yg mendaku negara hukum profesor hukum yg mewakili wajah rejim malu buruknya kualitas drafting uu tsb ","negative",33,0.13981867
"arie_sell","",74,"2020-11-03T21:44:10Z","    LU NGOMONG APASI   BCT AMAT  LU DULUAN NGELABELIN BELOM BACA OMNIBUS LAW  SADAR   it s simple to say  YOU BUZZER "," lu ngomong apasi bct lu duluan ngelabelin belom baca omnibus law sadar it s simple to say you buzzer ","positive",20,0.10874164
"fix_makassar","male",27,"2020-11-03T21:47:35Z","Presiden Jokowi Sahkan Omnibus UU Law Cipta Kerja  Buruh Bakal Gelar Aksi Demo Serentak ","presiden jokowi sahkan omnibus uu law cipta kerja buruh gelar aksi demo serentak ","positive",14,0.21644846
"Chaterinee_08","female",24249,"2020-11-03T21:46:55Z","Omnibus Law itu bertujuan untuk memudahkan yang riber ribet menjadi lebih sederhana  Kalahkan Kovid ","omnibus law bertujuan memudahkan riber ribet sederhana kalahkan kovid ","negative",15,0.12304854
"MuhJokoS","female",62,"2020-11-03T22:17:39Z","Ada yang mau bantah ini bukan oligarki  pandemi berkali kali rakyat didera kebijakan tidak pro rakyat  tapi pro oligarki dan pejabat  Minerba Corona Omnibus Law itu koorporatokrasi "," bantah oligarki pandemi berkali kali rakyat didera kebijakan pro rakyat pro oligarki pejabat minerba corona omnibus law koorporatokrasi ","negative",32,0.1172785
"plshn1","male",16342,"2020-11-03T22:17:46Z","Sudah diteken  berarti Indonesia insyaAllah akn bebas pungli dan izin tak dipingpong  bnyk kemudahan yg akn diterima rakyat  makin baik  kadrun kejang2      Kalahkan Kovid"," diteken indonesia insyaallah akn bebas pungli izin dipingpong bnyk kemudahan yg akn diterima rakyat kadrun kejang kalahkan kovid","negative",27,0.04341564
"muslimahjakart4","female",78,"2020-11-03T22:13:01Z","Mewujudkan Kesejahteraan Buruh dengan RUU Omnibus Law  Mungkinkah     Fitriani S Hi Muslimah Ideologis di Deli Serdang    ","mewujudkan kesejahteraan buruh ruu omnibus law fitriani s hi muslimah ideologis deli serdang ","positive",17,0.11066496
"harsohananto","",626,"2020-11-03T22:13:32Z","Arteria Dahlan mengaku bingung dgn kejanggalan yg ditemukan dlm naskah omnibus law yang telah diteken Presiden Jokowi  bukan cuma Bingung  tapi bikin Asam Lambung gw naik juga  ","arteria dahlan mengaku bingung dgn kejanggalan yg ditemukan dlm naskah omnibus law diteken presiden jokowi bingung bikin asam lambung gw ","positive",28,0.15405812
"pancar2015","female",5445,"2020-11-03T22:18:35Z","Tiap kali ada kesalahan tentu jawabannya  fakta     Download File PDF Omnibus Law UU Cipta Kerja No 11 2020  Silakan Unduh di Sini     "," kali kesalahan jawabannya fakta download file pdf omnibus law uu cipta kerja no silakan unduh ","positive",21,0.16870248
"RS00377036","male",16,"2020-11-03T22:14:10Z","UU Cipta Kerja  Kesalahan  fatal  pasal pasal Omnibus Law akibat  proses legislasi ugal ugalan   apakah UU layak dibatalkan   ","uu cipta kerja kesalahan fatal pasal pasal omnibus law akibat proses legislasi ugal ugalan uu layak dibatalkan ","negative",16,0.17312277
"rouf_ludba","male",48,"2020-11-03T22:31:28Z","Hidup itu santoooy saja  jangan kagetan dan gumunan  Geger masalah makroni  kok kayak baru tahu kalau di Alqur an ada ayat  walan tardlo       Geger omnibus law   Kita pun omnivora  kambing herbivora dan buaya karnivora  Setidaknya sama Omni nya meskipun satunya kapal keruk ","hidup santoooy kagetan gumunan geger makroni kayak alqur an ayat walan tardlo geger omnibus law omnivora kambing herbivora buaya karnivora omni nya satunya kapal keruk ","positive",38,0.05920731
"MarsudionoHart7","male",282,"2020-11-03T22:30:24Z","Sudah diteken  berarti Indonesia insyaAllah akn bebas pungli dan izin tak dipingpong  bnyk kemudahan yg akn diterima rakyat  makin baik  kadrun kejang2      Kalahkan Kovid"," diteken indonesia insyaallah akn bebas pungli izin dipingpong bnyk kemudahan yg akn diterima rakyat kadrun kejang kalahkan kovid","negative",27,0.04341564
"mlukmanhkim","male",9,"2020-11-03T22:29:50Z","Presiden Jokowi telah menandatangani UU Omnibus Law pada Senin kemarin  pihak pihak yang tak setuju mulai mengajukan uji materi ke Mahkamah Konstitusi  di  Connected mulai jam 02 30 WIB di  ","presiden jokowi menandatangani uu omnibus law senin kemarin setuju mengajukan uji materi mahkamah konstitusi connected jam wib ","positive",28,0.16118905
"GFarah6","male",14,"2020-11-03T22:30:41Z","Presiden Jokowi telah menandatangani UU Omnibus Law pada Senin kemarin  pihak pihak yang tak setuju mulai mengajukan uji materi ke Mahkamah Konstitusi  di  Connected mulai jam 02 30 WIB di  ","presiden jokowi menandatangani uu omnibus law senin kemarin setuju mengajukan uji materi mahkamah konstitusi connected jam wib ","positive",28,0.16118905
"roedjari","male",5,"2020-11-03T22:28:50Z","Presiden Jokowi telah menandatangani UU Omnibus Law pada Senin kemarin  pihak pihak yang tak setuju mulai mengajukan uji materi ke Mahkamah Konstitusi  di  Connected mulai jam 02 30 WIB di  ","presiden jokowi menandatangani uu omnibus law senin kemarin setuju mengajukan uji materi mahkamah konstitusi connected jam wib ","positive",28,0.16118905
"qohardwi","male",1009,"2020-11-03T22:33:24Z","Isi tweetnyaa jugaa mendukung UU Omnibus Law hehe pengeeen berkataa kasaaar aku rasanyaaa","isi tweetnyaa jugaa mendukung uu omnibus law hehe pengeeen berkataa kasaaar rasanyaaa","positive",11,0.05564179
"4AdiTiaPratama8","male",68,"2020-11-03T22:29:23Z","Omnibus Law UU Cipta Kerja Menyelamatkan UMKM agar dapat tetap eksis dan berkembang  ","omnibus law uu cipta kerja menyelamatkan umkm eksis berkembang ","positive",14,0.17701444
"IdrusMardiana","female",13,"2020-11-03T22:33:44Z","Manfaat Omnibus Law untuk UMKM ","manfaat omnibus law umkm ","positive",5,0.1155464
"didik_bung","male",9,"2020-11-03T22:50:24Z","Saksikan tayangan berbobot Rocky Gerung dan Millenials dengan topik  Big Data  Omnibus Law  dan Save Komodo   hanya di channel  BWM Records  Podcast Akal Sehat Rocky Gerung   selengkapnya di  ","saksikan tayangan berbobot rocky gerung millenials topik big data omnibus law save komodo channel bwm records podcast akal sehat rocky gerung selengkapnya ","positive",26,0.10812304
"todayis_pat","male",2551,"2020-11-03T22:50:24Z","Dikirimin salinan UU omnibus law ama temen gue di GC  Pengen baca tapi belum ada waktu buat baca full seribu halaman       ","dikirimin salinan uu omnibus law ama temen gue gc pengen baca baca full seribu halaman ","positive",21,0.11361184
"ikrimah_syifani","female",44,"2020-11-03T22:56:16Z","Untuk mengurai masalah pengangguran  pemerintah mengesahkan kebijakan baru dalam Omnibus Law  UU Ciptaker  dengan tujuan agar kran investasi di Indonesia semakin terbuka lebar  Bagaimana tanggapan mahasiswa dan sarjana baru terkait kebijakan ini  Tonton di channel youtube MMC  "," mengurai pengangguran pemerintah mengesahkan kebijakan omnibus law uu ciptaker tujuan kran investasi indonesia terbuka lebar tanggapan mahasiswa sarjana terkait kebijakan tonton channel youtube mmc ","negative",37,0.13768162
"Olla__Aurora___","female",4787,"2020-11-03T22:55:20Z","Lengkap sudah penderitaan Rakyat Omnibus Law Cipta Kerja sdh diteken presiden sudah mendapatkan jatah kursi  RUU HIP akan disahkan ditengah malam juga     with hastag      ","lengkap penderitaan rakyat omnibus law cipta kerja sdh diteken presiden jatah kursi ruu hip disahkan ditengah malam with hastag ","positive",30,0.21503126
"PalitSaliha","female",0,"2020-11-03T22:58:17Z","Melalui Omnibus Law upah minimum ditetapkan dengan memperhatikan kelayakan hidup pekerja buruh dengan mempertimbangkan aspek pertumbuhan ekonomi daerah atau inflasi daerah    "," omnibus law upah minimum ditetapkan memperhatikan kelayakan hidup pekerja buruh mempertimbangkan aspek pertumbuhan ekonomi daerah inflasi daerah ","positive",22,0.1144554
"Olla__Aurora___","female",4787,"2020-11-03T22:55:48Z","Setelah disahkan UU Omnibus Law Kerja giliran RUU HIP RUU HIP      sampai lolos  disahkan tengah malam with hastag      "," disahkan uu omnibus law kerja giliran ruu hip ruu hip lolos disahkan malam with hastag ","negative",25,0.1957079
"DonD3Leonardo","male",4388,"2020-11-03T22:57:17Z","Rakyat yg mana seneng dg disahkan UU Omnibus Law Cipta Kerja      with hastag      ","rakyat yg seneng dg disahkan uu omnibus law cipta kerja with hastag ","positive",16,0.19200745
"Olla__Aurora___","female",4787,"2020-11-03T22:56:27Z","Rakyat yg mana seneng dg disahkan UU Omnibus Law Cipta Kerja      with hastag      ","rakyat yg seneng dg disahkan uu omnibus law cipta kerja with hastag ","positive",16,0.19200745
"LenteraKris","male",70,"2020-11-03T22:52:17Z","Tokoh Buruh Nasional Tolak Omnibus Law yang Tidak Ber Pancasila ","tokoh buruh nasional tolak omnibus law ber pancasila ","negative",9,0.11190219
"mustRahmani1","female",746,"2020-11-03T23:04:34Z","SJW AktifisRp  amp  KadrunRp teriak2 Tolak OBL diframing  sebagai Kitab Oligarkhi padahal 7an OBL itu justru memberangus Oligarkhi  amp    Lo teriak   Turunkan Jokowi   Kampret  Setingan Lo sudah terbaca Nyet ","sjw aktifisrp amp kadrunrp teriak tolak obl diframing kitab oligarkhi an obl memberangus oligarkhi amp lo teriak turunkan jokowi kampret setingan lo terbaca nyet ","negative",33,0.06084944
"Lima8Satu","female",13001,"2020-11-03T23:03:22Z","Yang tidak senang dan tidak setuju Omnibus Law disahkan oleh Pemerintah berarti mereka bagian dari mafia Regulasi dan Birokrasi yang Korup  KadrunRp dan AktifisRp yang sok berjuang atas nama Rakyat padahal untuk kepentingan Koruptor "," senang setuju omnibus law disahkan pemerintah mafia regulasi birokrasi korup kadrunrp aktifisrp sok berjuang nama rakyat kepentingan koruptor ","negative",35,0.1320466
"fahmi_bisyir","male",377,"2020-11-03T23:08:02Z","omnibus law adalah skandal memalukan yg terjadi di negara yg mendaku negara hukum  anda  sebagai profesor hukum yg mewakili wajah rejim ini  mengapa tak merasa malu atas buruknya kualitas drafting uu tsb  ","omnibus law skandal memalukan yg negara yg mendaku negara hukum profesor hukum yg mewakili wajah rejim malu buruknya kualitas drafting uu tsb ","negative",33,0.13981867
"HamdJR989","male",4669,"2020-11-03T23:04:29Z","Presiden KSPI Said Iqbal    Setelah kami pelajari  isi undang undang tersebut khususnya terkait klaster ketenagakerjaan hampir seluruhnya merugikan kaum buruh  ","presiden kspi said iqbal pelajari isi undang undang terkait klaster ketenagakerjaan merugikan kaum buruh ","negative",19,0.04653124
"suaranasional","male",1127,"2020-11-03T23:07:26Z","New post  Omnibus Law Ditandatangani   Banyak Kesalahan  Aktivis Malari 74  Kedunguan Diperlihatkan Penguasa ","new post omnibus law ditandatangani kesalahan aktivis malari kedunguan penguasa ","negative",10,0.10766185
"KontanNews","male",337037,"2020-11-03T23:05:03Z","Sambut omnibus law  IHSG hari ini  4 11  bertahan di level resistance  ","sambut omnibus law ihsg bertahan level resistance ","positive",9,0.10632339
"Bisniscom","male",1035383,"2020-11-03T23:09:32Z","Duet Sentimen Pilpres AS dan Omnibus Law  Simak Ramalan Nasib IHSG Hari Ini ","duet sentimen pilpres as omnibus law simak ramalan nasib ihsg ","negative",13,0.10716695
"BasriKarim1","female",2787,"2020-11-03T23:19:11Z","Pusat Studi Hukum dan Kebijakan Indonesia  PSHK  menilai Omnibus Law Undang Undang Cipta Kerja yang kini menjadi UU Nomor 11 Tahun 2020 cacat formal dalam proses legislasi hingga substansi ","pusat studi hukum kebijakan indonesia pshk menilai omnibus law undang undang cipta kerja uu nomor cacat formal proses legislasi substansi ","negative",28,0.21448011
"ofMOM","male",495,"2020-11-03T23:17:42Z","Rakyat berdemo dibatasi hgg pukul 6 sore  tapi kebijakan yg menyangkut kepentingan mereka diputuskan malam hari saat mereka masih tidur dan tidak bisa protes   Hanya kpd Allah kami mengadukan ketidakadilan ini  Dia  Allah sebaik2 Pemberi Balasan   cc ","rakyat berdemo dibatasi hgg sore kebijakan yg kepentingan diputuskan malam tidur protes kpd allah mengadukan ketidakadilan allah pemberi balasan cc ","negative",37,0.00878439
"Faicalrzl","male",6,"2020-11-03T23:19:58Z","Presiden Jokowi telah menandatangani UU Omnibus Law pada Senin kemarin  pihak pihak yang tak setuju mulai mengajukan uji materi ke Mahkamah Konstitusi  di  Connected mulai jam 02 30 WIB di  ","presiden jokowi menandatangani uu omnibus law senin kemarin setuju mengajukan uji materi mahkamah konstitusi connected jam wib ","positive",28,0.16118905
"Aiek_Channel","female",14795,"2020-11-03T23:19:48Z","   UU Omnibus Law Ciptaker Disahkan Oleh Presiden Jokowi  Lalu   "," uu omnibus law ciptaker disahkan presiden jokowi ","positive",11,0.17464119
"KspiCitu","female",2545,"2020-11-03T23:17:32Z","Protes Disahkannya Undang Undang Omnibus Law  Buruh Cimahi Kembali Bergerak Turun ke Jalan  ","protes disahkannya undang undang omnibus law buruh cimahi bergerak turun jalan ","positive",13,0.11280199
"ekaaku2020","female",2559,"2020-11-03T23:18:57Z","Penderitaan rakyat mana lagi yang kau ingkari     ","penderitaan rakyat kau ingkari ","negative",9,0.01918838
"HamdJR666","male",5659,"2020-11-03T23:26:39Z","Peneliti Indef Andry Satrio Nugroho menilai sejumlah poin dalam Omnibus Law atau Undang undang Cipta Kerja  Ciptaker  berpotensi memunculkan konflik agraria di kawasan ekonomi khusus  KEK  ","peneliti indef andry satrio nugroho menilai poin omnibus law undang undang cipta kerja ciptaker berpotensi memunculkan konflik agraria kawasan ekonomi khusus kek ","positive",27,0.20903631
"BagusDaboel69","female",2,"2020-11-03T23:26:41Z"," ini saya yg gila apa di negri ini bukan tmpat orang waras    novel baswedan  omnibus law  komisaris bumn  hingga kebakaran jagung  Saya mah tetap love sama jokowi "," yg gila negri tmpat orang waras novel baswedan omnibus law komisaris bumn kebakaran jagung mah love jokowi ","negative",26,0.10877538
"Firmanokom","female",1024,"2020-11-03T23:26:42Z","Rakyat yg mana seneng dg disahkan UU Omnibus Law Cipta Kerja      with hastag      ","rakyat yg seneng dg disahkan uu omnibus law cipta kerja with hastag ","positive",16,0.19200745
"mhmfikri","male",1644,"2020-11-03T23:26:32Z","Yg diputuskan oleh DPR terkait Omnibus Law adlh blanko kosong   terserah pemerintah mau ditulis apa   jumlah halaman berbeda yg diteken Jokowi dan disahkan DPR merupakan bukti kuat bhw DPR adlh Dewan Perwakilan Rezim Relawan","yg diputuskan dpr terkait omnibus law adlh blanko kosong terserah pemerintah ditulis halaman berbeda yg diteken jokowi disahkan dpr bukti kuat bhw dpr adlh dewan perwakilan rezim relawan","negative",34,0.15504793
"HamdJR666","male",5659,"2020-11-03T23:26:33Z","Pusat Studi Hukum dan Kebijakan Indonesia  PSHK  menilai Omnibus Law Undang Undang Cipta Kerja yang kini menjadi UU Nomor 11 Tahun 2020 cacat formal dalam proses legislasi hingga substansi ","pusat studi hukum kebijakan indonesia pshk menilai omnibus law undang undang cipta kerja uu nomor cacat formal proses legislasi substansi ","negative",28,0.21448011
"UncleJames01","male",2147,"2020-11-03T23:26:49Z","Pusat Studi Hukum dan Kebijakan Indonesia  PSHK  menilai Omnibus Law Undang Undang Cipta Kerja yang kini menjadi UU Nomor 11 Tahun 2020 cacat formal dalam proses legislasi hingga substansi ","pusat studi hukum kebijakan indonesia pshk menilai omnibus law undang undang cipta kerja uu nomor cacat formal proses legislasi substansi ","negative",28,0.21448011
"HamdJR989","male",4669,"2020-11-03T23:25:07Z","Peneliti Indef Andry Satrio Nugroho menilai sejumlah poin dalam Omnibus Law atau Undang undang Cipta Kerja  Ciptaker  berpotensi memunculkan konflik agraria di kawasan ekonomi khusus  KEK  ","peneliti indef andry satrio nugroho menilai poin omnibus law undang undang cipta kerja ciptaker berpotensi memunculkan konflik agraria kawasan ekonomi khusus kek ","positive",27,0.20903631
"HamdJR989","male",4669,"2020-11-03T23:25:14Z","Pusat Studi Hukum dan Kebijakan Indonesia  PSHK  menilai Omnibus Law Undang Undang Cipta Kerja yang kini menjadi UU Nomor 11 Tahun 2020 cacat formal dalam proses legislasi hingga substansi ","pusat studi hukum kebijakan indonesia pshk menilai omnibus law undang undang cipta kerja uu nomor cacat formal proses legislasi substansi ","negative",28,0.21448011
"HamdJR666","male",5659,"2020-11-03T23:26:22Z","Presiden KSPI Said Iqbal    Setelah kami pelajari  isi undang undang tersebut khususnya terkait klaster ketenagakerjaan hampir seluruhnya merugikan kaum buruh  ","presiden kspi said iqbal pelajari isi undang undang terkait klaster ketenagakerjaan merugikan kaum buruh ","negative",19,0.04653124
"BPrima777","male",3799,"2020-11-03T23:25:26Z","                           608           FB F            w     "," fb f w ","positive",2,0.00015746
"UncleJames01","male",2147,"2020-11-03T23:26:08Z","Omnibus law bakal bawa malapetaka besar bagi bangsa Indonesia ","omnibus law bawa malapetaka bangsa indonesia ","positive",9,0.10783056
"BobbySurya85","male",5287,"2020-11-03T23:30:01Z","Presiden KSPI Said Iqbal    Setelah kami pelajari  isi undang undang tersebut khususnya terkait klaster ketenagakerjaan hampir seluruhnya merugikan kaum buruh  ","presiden kspi said iqbal pelajari isi undang undang terkait klaster ketenagakerjaan merugikan kaum buruh ","negative",19,0.04653124
"gadebramantio","male",0,"2020-11-03T23:30:00Z","Presiden Joko Widodo  Jokowi  sudah resmi menandatangani Omnibus Law Undang Undang  UU  Cipta Kerja   Kita Percaya Jokowi ","presiden joko widodo jokowi resmi menandatangani omnibus law undang undang uu cipta kerja percaya jokowi ","positive",17,0.27200028
"Rejeki20097923","female",1,"2020-11-03T23:30:16Z","Omnibus Law UU cipta kerja mengembangkan UMKM Kita Percaya Jokowi   ","omnibus law uu cipta kerja mengembangkan umkm percaya jokowi ","negative",11,0.22054258
"leejump_lee","male",148,"2020-11-03T23:30:00Z","Omnibus Law bisa pangkas regulasi dan perbaiki iklim investasi Kita Percaya Jokowi   ","omnibus law pangkas regulasi perbaiki iklim investasi percaya jokowi ","negative",13,0.15919827
"joedistrict11","male",1,"2020-11-03T23:30:00Z","Kita Percaya Jokowi ini  banyak yang mengeluhkan mengurus perizinan untuk usaha di Indonesia berbelit belit  Undang Undang Omnibus Law Cipta Kerja akan memudahkan investor mengembangkan bisnis di Indonesia  "," percaya jokowi mengeluhkan mengurus perizinan usaha indonesia berbelit belit undang undang omnibus law cipta kerja memudahkan investor mengembangkan bisnis indonesia ","positive",28,0.24678319
"Takarina07","female",26,"2020-11-03T23:30:00Z","Presiden Joko Widodo  Jokowi  sudah resmi menandatangani Omnibus Law Undang Undang  UU  Cipta Kerja  Percaya Jokowi ","presiden joko widodo jokowi resmi menandatangani omnibus law undang undang uu cipta kerja percaya jokowi ","positive",17,0.27200028
"ana_NFN","female",3504,"2020-11-03T23:30:03Z"," Negara menandatangani sekaligus mengesahkan UU Ciptaker  Senin  2 November 2020  Cipta Kerja memiliki 769   ditambah 418 halaman penjelasan  dgn demikian  jumlah halaman UU Cipta Kerja menjadi 1 187 halaman  Percaya Jokowi"," negara menandatangani mengesahkan uu ciptaker senin november cipta kerja memiliki ditambah halaman penjelasan dgn halaman uu cipta kerja halaman percaya jokowi","negative",28,0.20360372
"bydaddyro","male",1,"2020-11-03T23:30:00Z","Kepala Negara menandatangani sekaligus mengesahkan UU Ciptaker lebih cepat tiga hari  yakni pada Senin  2 November 2020  Percaya Jokowi","kepala negara menandatangani mengesahkan uu ciptaker cepat senin november percaya jokowi","negative",19,0.06757547
"Ric71449888","male",1,"2020-11-03T23:30:06Z","Omnibus Law UU cipta kerja mengembangkan UMKM Kita Percaya Jokowi   ","omnibus law uu cipta kerja mengembangkan umkm percaya jokowi ","negative",11,0.22054258
"jharnavivala","female",41,"2020-11-03T23:30:00Z","Mafia Kehilangan Lapak  Pendemo Tolak Omnibus Law Ujung Ujungnya Turunkan Jokowi Percaya Jokowi ","mafia kehilangan lapak pendemo tolak omnibus law ujung ujungnya turunkan jokowi percaya jokowi ","negative",14,0.18275072
"profemonica456","female",92,"2020-11-03T23:30:00Z","Akan pangkas regulasi dan perbaiki iklim Investasi  Kita Percaya Jokowi   "," pangkas regulasi perbaiki iklim investasi percaya jokowi ","negative",11,0.05299861
"rolandreu739","female",34,"2020-11-03T23:30:00Z","Undang Undang Omnibus Law Cipta Kerja akan memudahkan investor mengembangkan bisnis di Indonesia  Percaya Jokowi","undang undang omnibus law cipta kerja memudahkan investor mengembangkan bisnis indonesia percaya jokowi","positive",16,0.23218383
"soyboada348","female",0,"2020-11-03T23:30:00Z","Undang Undang Omnibus Law Cipta Kerja sangat ramah investasi  Adanya undang undang ini membuat izin usaha semakin mudah  Percaya Jokowi","undang undang omnibus law cipta kerja ramah investasi undang undang izin usaha mudah percaya jokowi","positive",20,0.23396094
"Sepia34188714","female",1,"2020-11-03T23:30:00Z","Staf Khusus Menteri Keuangan  Menkeu  Sri Mulyani Indrawati bidang komunikasi strategis  Yustinus Prastowo  juga sudah membagikan salinan UU Ciptaker kepada media  Percaya Jokowi","staf khusus menteri keuangan menkeu sri mulyani indrawati bidang komunikasi strategis yustinus prastowo membagikan salinan uu ciptaker media percaya jokowi","positive",25,0.05748643
"marucilganteng","male",65,"2020-11-03T23:30:00Z","Undang Undang  UU  Omnibus Law Cipta Kerja  Ciptaker  justru untuk meminimalisir praktek percaloan  pungli dan suap oleh beberapa oknum atau mafia mafia yang tidak bertanggung jawab  Percaya Jokowi","undang undang uu omnibus law cipta kerja ciptaker meminimalisir praktek percaloan pungli suap oknum mafia mafia bertanggung percaya jokowi","negative",28,0.2293832
"BobbySurya85","male",5287,"2020-11-03T23:30:19Z","Pusat Studi Hukum dan Kebijakan Indonesia  PSHK  menilai Omnibus Law Undang Undang Cipta Kerja yang kini menjadi UU Nomor 11 Tahun 2020 cacat formal dalam proses legislasi hingga substansi ","pusat studi hukum kebijakan indonesia pshk menilai omnibus law undang undang cipta kerja uu nomor cacat formal proses legislasi substansi ","negative",28,0.21448011
"SenjaWidanti","female",1,"2020-11-03T23:30:00Z","Presiden Joko Widodo  Jokowi  sudah resmi menandatangani Omnibus Law Undang Undang  UU  Cipta Kerja  Percaya Jokowi","presiden joko widodo jokowi resmi menandatangani omnibus law undang undang uu cipta kerja percaya jokowi","positive",17,0.27200028
"RiriJreeng","female",9746,"2020-11-03T23:30:19Z","Kita Percaya Jokowi hanya masalah buruh saja loh  Omnibus Law  UU Cipta Kerja  jg menghapus berbagai hambatan pada investasi dan memberikan sinyal bahwa Indonesia terbuka untuk bisnis  Hal ini dinilai dapat menarik investor  menciptakan lapangan kerja  "," percaya jokowi buruh loh omnibus law uu cipta kerja jg menghapus hambatan investasi sinyal indonesia terbuka bisnis dinilai menarik investor menciptakan lapangan kerja ","negative",35,0.13454357
"gamercira589","female",17,"2020-11-03T23:30:00Z","Mafia tanah ga akan berkutik dengan adanya UU Cipta kerja ini  Kita Percaya Jokowi   ","mafia tanah ga berkutik uu cipta kerja percaya jokowi ","negative",15,0.10762812
"haniariani02","female",1,"2020-11-03T23:30:00Z","UU Ciptaker juga ditandatangani oleh Menteri Hukum dan HAM Yasonna H Laoly  UU ini menjadi bagian dalam Lembaran Negara Republik Indonesia Tahun 2020 Nomor 245  Percaya Jokowi","uu ciptaker ditandatangani menteri hukum ham yasonna h laoly uu lembaran negara republik indonesia nomor percaya jokowi","positive",27,0.07964412
"sajojoaja","male",3,"2020-11-03T23:30:00Z","Anggota Komisi II DPR ini menambahkan  Undang Undang Omnibus Law Cipta Kerja juga menghilangkan praktik praktik kotor dalam proses mengurus perizinan  Percaya Jokowi ","anggota komisi ii dpr undang undang omnibus law cipta kerja menghilangkan praktik praktik kotor proses mengurus perizinan percaya jokowi ","negative",21,0.22464796
"Geri09464250","female",0,"2020-11-03T23:30:00Z","UU Omnibus Law Cipta Kerja telah disahkan pada 2 November 2020 dengan penandatanganan dari Presiden Jokowi  Percaya Jokowi","uu omnibus law cipta kerja disahkan november penandatanganan presiden jokowi percaya jokowi","negative",18,0.2599766
"Kadagatabog470","female",10,"2020-11-03T23:30:00Z","Alasan baik utk semuanya loh  Dukung yuk   Kita Percaya Jokowi   ","alasan utk loh dukung yuk percaya jokowi ","positive",10,0.04846584
"Jessica74846622","female",0,"2020-11-03T23:30:00Z","Kepala Negara menandatangani sekaligus mengesahkan UU Ciptaker lebih cepat tiga hari  yakni pada Senin  2 November 2020  Percaya Jokowi","kepala negara menandatangani mengesahkan uu ciptaker cepat senin november percaya jokowi","negative",19,0.06757547
"Miaputryi","female",3,"2020-11-03T23:30:00Z","UU Omnibus Law Cipta Kerja telah disahkan pada 2 November 2020 dengan penandatanganan dari Presiden Jokowi  Percaya Jokowi","uu omnibus law cipta kerja disahkan november penandatanganan presiden jokowi percaya jokowi","negative",18,0.2599766
"Chaerryys","female",35,"2020-11-03T23:30:00Z","Jokowi resmikan Omnibus Law Cipta Kerja  Kita Percaya Jokowi   ","jokowi resmikan omnibus law cipta kerja percaya jokowi ","negative",10,0.23941603
"dylandyap","male",21,"2020-11-03T23:30:00Z","UU Omnibus Law Cipta Kerja telah disahkan pada 2 November 2020 dengan penandatanganan dari Presiden Jokowi  Percaya Jokowi","uu omnibus law cipta kerja disahkan november penandatanganan presiden jokowi percaya jokowi","negative",18,0.2599766
"wolfodaz","female",34,"2020-11-03T23:30:00Z","Selain itu  DPR RI dan pemerintah telah menyetujui UU Omnibus Law Cipta Kerja sejak 5 Oktober 2020 lalu  Percaya Jokowi "," dpr ri pemerintah menyetujui uu omnibus law cipta kerja oktober percaya jokowi ","negative",20,0.21850677
"ahysajo21","female",1,"2020-11-03T23:30:00Z","Anggota DPR Guspardi Gaus  menjelaskan  Undang Undang Omnibus Law Cipta Kerja sangat ramah investasi  Adanya undang undang ini membuat izin usaha semakin mudah  Percaya Jokowi ","anggota dpr guspardi gaus undang undang omnibus law cipta kerja ramah investasi undang undang izin usaha mudah percaya jokowi ","positive",25,0.23562558
